CNN,the_geom,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg
3030201,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43675201278252 37.73409552945579, -122.43819207524677 37.734381639131016, -122.43839187363969 37.734419953797826, -122.43862939343873 37.734493765897945, -122.43891992724328 37.73460041915573, -122.43919058300584 37.73473482316544, -122.43957300671634 37.734842962598655, -122.43993438569669 37.734856809314415)",25,BOSWORTH ST,100,84,33.3,33.3,34.5
2801202,"LINESTRING (-122.40711404636023 37.739059764197044, -122.40706890588757 37.738553586231916, -122.4070544853896 37.73845788652705)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2801203,"LINESTRING (-122.4070544853896 37.73845788652705, -122.40699970363497 37.73809434121318, -122.40691050393404 37.737965866694935)",35,BAY SHORE BLVD,70.5,27,37.2,39.79,44.3
2802101,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40683339844932 37.737845929237025, -122.40665819533011 37.73644098389388, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27,37.2,39.79,44.3
2802201,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40694707459053 37.73782894810661, -122.40677187046889 37.736424002910624, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27,37.2,39.79,44.3
2803000,"LINESTRING (-122.40670383569557 37.73630860399438, -122.40661886104832 37.73589687394972, -122.40645464679986 37.73551081291875, -122.40549457147884 37.734287050707984)",35,BAY SHORE BLVD,70.5,27,37.2,39.79,44.3
2811000,"LINESTRING (-122.40187511783571 37.72696475903178, -122.40182242611229 37.726775260927006)",35,BAY SHORE BLVD,66.5,28,36.95,39.86,43.79
2812000,"LINESTRING (-122.40182242611229 37.726775260927006, -122.40147123995057 37.72551628920818)",35,BAY SHORE BLVD,66.5,28,36.95,39.86,43.79
2813000,"LINESTRING (-122.40147123995057 37.72551628920818, -122.40118291746988 37.72458825415888, -122.40078474764448 37.72361620881314)",35,BAY SHORE BLVD,66.5,28,36.95,39.86,43.79
2822104,"LINESTRING (-122.39975545016515 37.71385775919761, -122.40001668944927 37.71358403932242)",35,BAY SHORE BLVD,50.5,13,34.59,38.66,43.46
2786000,"LINESTRING (-122.4267555427347 37.803936417350904, -122.42840027475881 37.80372712964824)",25,BAY ST,67.5,26.5,27,29.48,33.32
2790000,"LINESTRING (-122.433327956314 37.80305688488462, -122.43497257678992 37.80284751488111)",25,BAY ST,90.73,45.37,29.56,30.33,33.67
2800101,"LINESTRING (-122.40524238686906 37.74305120508667, -122.40524261670058 37.742911539304245, -122.40558142580961 37.74245675226971)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2800102,"LINESTRING (-122.40558142580961 37.74245675226971, -122.40595812037053 37.74195110112685, -122.40637772966885 37.741376262510556, -122.40669450244711 37.740808767685685, -122.40680397362367 37.740277437421625, -122.4068651140371 37.73969642087954, -122.40697858517359 37.7395662723232)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2800201,"LINESTRING (-122.40524238686906 37.74305120508667, -122.4054048806453 37.74298530842045, -122.40583815863472 37.74239176157535)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2800202,"LINESTRING (-122.40583815863472 37.74239176157535, -122.40610909601006 37.74202059884677, -122.40653343842651 37.74143927367425, -122.40691356711544 37.74076296987105, -122.40700495992019 37.74024226628774, -122.40705184845588 37.73970573469143, -122.40697858517359 37.7395662723232)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2801101,"LINESTRING (-122.40697858517359 37.7395662723232, -122.40691098422157 37.73942969594007, -122.40692341909127 37.73929487584957, -122.40692734373214 37.73923439360375)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2801102,"LINESTRING (-122.40692734373214 37.73923439360375, -122.40693685159742 37.73908789234094, -122.40693983074705 37.73887616641046, -122.40694539369939 37.73869388024207, -122.40691574467094 37.73845572495048)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2801103,"LINESTRING (-122.40691574467094 37.73845572495048, -122.40686774175902 37.738143653976934, -122.40691050393404 37.737965866694935)",35,BAY SHORE BLVD,70.5,27,37.2,39.79,44.3
2801201,"LINESTRING (-122.40697858517359 37.7395662723232, -122.40705502102485 37.73945176356069, -122.40707011686904 37.739314604041574, -122.40711404636023 37.739059764197044)",35,BAY SHORE BLVD,32,10,32.72,38.88,43
2767000,"LINESTRING (-122.40161548401365 37.80138107632712, -122.40179364571053 37.80231057928314)",25,BATTERY ST,44,9,24.1,28.14,32.56
2772000,"LINESTRING (-122.40714628167004 37.80642781420816, -122.40948739952917 37.80613183434212)",25,BAY ST,82,43.5,28.98,30.51,33.61
2776000,"LINESTRING (-122.41360416769697 37.80561847993699, -122.41524148543333 37.80541717200555)",25,BAY ST,50.5,11.5,24.95,28.34,32.87
2671000,"LINESTRING (-122.48553232908063 37.77625245796717, -122.48660308064446 37.77620375171336)",25,BALBOA ST,49.2,10.49,24.44,28.38,33.49
2672000,"LINESTRING (-122.48660308064446 37.77620375171336, -122.48766944209945 37.77615523490596)",25,BALBOA ST,51,8.5,24.65,27.93,32.59
2679000,"LINESTRING (-122.49410397945907 37.775862147167466, -122.49517485372336 37.775813278786536)",25,BALBOA ST,29.5,3,22.88,27.51,32
2686000,"LINESTRING (-122.50159788821986 37.77551996131719, -122.50267097036193 37.77547056807222)",25,BALBOA ST,39.5,8.5,23.92,28.27,32.88
2635000,"LINESTRING (-122.44597388715628 37.79862601894016, -122.44616109059561 37.799556099087965)",0,BAKER ST,26.08,2.05,21.58,27.47,32.93
2485101,"LINESTRING (-122.41148412876001 37.74829828682542, -122.41161829316036 37.74824047463492, -122.41352888261481 37.74820224633779, -122.41366884452145 37.74825532924114)",25,CESAR CHAVEZ ST,37.5,10,23.45,28.47,32.5
2485201,"LINESTRING (-122.41148412876001 37.74829828682542, -122.41162826860727 37.7483411448749, -122.41353610510242 37.74830363176253, -122.41366884452145 37.74825532924114)",25,CESAR CHAVEZ ST,37.5,10,23.45,28.47,32.5
2470000,"LINESTRING (-122.38947801803371 37.7501451079957, -122.39043303767161 37.750118341124285)",30,CESAR CHAVEZ ST,22,3,25.45,32.91,38.67
2477000,"LINESTRING (-122.39728541567547 37.74968462291874, -122.4020616344515 37.74939667927912)",30,CESAR CHAVEZ ST,56.94,27.78,31.04,35.48,39.13
2422000,"LINESTRING (-122.45899840096205 37.78318866479406, -122.45885866095128 37.78125706086356)",0,ARGUELLO BLVD,62,16,25.68,28.29,32
2424000,"LINESTRING (-122.45873162264377 37.779333158827605, -122.45863789636674 37.77800834962804)",0,ARGUELLO BLVD,65.83,28.64,26.8,29.52,32.79
2425000,"LINESTRING (-122.45863789636674 37.77800834962804, -122.45858063002972 37.77725391795768)",0,ARGUELLO BLVD,65.83,28.64,26.8,29.52,32.79
2308000,"LINESTRING (-122.44981744738504 37.78075200592567, -122.45084384775768 37.78062231484553)",25,ANZA ST,94.5,58.5,30.45,30.99,33.45
2316000,"LINESTRING (-122.45687158752487 37.77959131315743, -122.4577458254485 37.77947877070204)",25,ANZA ST,90.5,49,29.58,30.37,33.22
2182101,"LINESTRING (-122.46378494355014 37.711527137665236, -122.46391644528491 37.71148705356423, -122.46437564518855 37.71158557141749, -122.46462221950783 37.711638471907094, -122.46516266983478 37.711705580700105, -122.4652702826011 37.711762059069166)",35,ALEMANY BLVD,49.5,16,34.74,39.05,43.34
2182201,"LINESTRING (-122.46378494355014 37.711527137665236, -122.46397231988233 37.711633916385544, -122.46448371294503 37.711732141316126, -122.46515816653853 37.71181262084821, -122.4652702826011 37.711762059069166)",35,ALEMANY BLVD,49.5,16,34.74,39.05,43.34
2183101,"LINESTRING (-122.4652702826011 37.711762059069166, -122.4653726949207 37.71171468463867, -122.46591691650205 37.71169249288709, -122.46616467539914 37.71165454657798)",35,ALEMANY BLVD,49.5,16,34.74,39.05,43.34
2183102,"LINESTRING (-122.46616467539914 37.71165454657798, -122.46647107815105 37.71160761848304, -122.46682214686061 37.711502602649055, -122.46702750765895 37.71149496986143)",35,ALEMANY BLVD,49.5,16,34.74,39.05,43.34
2183201,"LINESTRING (-122.4652702826011 37.711762059069166, -122.46537355904469 37.71180902693919, -122.46601495708433 37.7117983226251, -122.46616514403009 37.71176906785898, -122.46661838138179 37.711680782680915, -122.46690737128867 37.711590926419944, -122.46702750765895 37.71149496986143)",35,ALEMANY BLVD,49.5,16,34.74,39.05,43.34
2165101,"LINESTRING (-122.4359909454805 37.72671921991688, -122.43597517498824 37.72660771598876, -122.43627317683476 37.72605848563404)",35,ALEMANY BLVD,25,6,31.78,38.5,43.25
2165102,"LINESTRING (-122.43627317683476 37.72605848563404, -122.43661904219518 37.725421025988865)",35,ALEMANY BLVD,25,6,31.78,38.5,43.25
2165103,"LINESTRING (-122.43661904219518 37.725421025988865, -122.43690705148111 37.72489019171917, -122.43701075862171 37.72484076294249)",35,ALEMANY BLVD,25,6,31.78,38.5,43.25
2165201,"LINESTRING (-122.4359909454805 37.72671921991688, -122.43609868509775 37.726673285523624, -122.43704133064875 37.72493604195982, -122.43701075862171 37.72484076294249)",35,ALEMANY BLVD,25,6,31.78,38.5,43.25
2168101,"LINESTRING (-122.43864176020357 37.72162638322008, -122.43863105328533 37.72153055691377, -122.43945109199224 37.72020529476349, -122.43964852862096 37.719915197823134, -122.44026045987553 37.719385036651765, -122.44119547975869 37.71865025380158, -122.44131776582509 37.71863405580449)",35,ALEMANY BLVD,51,15,35.01,38.87,43.37
2168201,"LINESTRING (-122.43864176020357 37.72162638322008, -122.43874915055594 37.72156962106126, -122.43938153444032 37.7205699833575)",35,ALEMANY BLVD,51,15,35.01,38.87,43.37
2168202,"LINESTRING (-122.43938153444032 37.7205699833575, -122.43958315293666 37.720251269441036, -122.43986602442396 37.71988226506466, -122.44029528070226 37.71951804700253, -122.4412958221311 37.71873029664172, -122.44131776582509 37.71863405580449)",35,ALEMANY BLVD,51,15,35.01,38.87,43.37
2175101,"LINESTRING (-122.44895044319458 37.713886168249445, -122.44899195133559 37.713800122995, -122.44962952897461 37.71351061656225, -122.45008907817169 37.71328072812279, -122.45055086932634 37.71304270503364, -122.45088162204885 37.71282137024261, -122.45131521052119 37.71249040182394, -122.45180927968843 37.712093783288864, -122.45195477517434 37.71205569144547)",35,ALEMANY BLVD,69,25,36.9,39.36,43.52
2160101,"LINESTRING (-122.43119165775887 37.730567513195986, -122.43127739851849 37.7304813374694, -122.43237670113712 37.73016697954889, -122.43269925752531 37.73005616753402, -122.43313474284058 37.72985032107986, -122.43338684280366 37.7297755748991)",35,ALEMANY BLVD,25,3.5,31.52,37.8,42.71
2120000,"LINESTRING (-122.41065799766051 37.749490402105735, -122.41054606768031 37.74831671909034)",0,ALABAMA ST,15.86,2.09,19.76,28.06,35.03
1874000,"LINESTRING (-122.49803066867453 37.75515227788129, -122.49790252775009 37.75329568178986)",0,39TH AVE,52.46,18.55,24.17,29.11,32.96
1817000,"LINESTRING (-122.49354017385919 37.73670575702607, -122.49340696674177 37.73485612118955)",0,36TH AVE,78.21,43.73,28.17,30.69,33.6
1818000,"LINESTRING (-122.49340696674177 37.73485612118955, -122.49334544379091 37.734008529864276)",0,36TH AVE,10.8,1.57,19.97,29.21,42.19
1837000,"LINESTRING (-122.49510921435288 37.74406826731261, -122.49497949023427 37.742200795114336)",0,37TH AVE,65.42,26.31,26.34,29.99,34.43
1761000,"LINESTRING (-122.49133489929211 37.7372930231154, -122.4914523301659 37.73717206600959, -122.4913205183683 37.73532701866726)",0,34TH AVE,52.93,11.83,24.61,28.23,32.52
1784000,"LINESTRING (-122.4924709060276 37.73706903974439, -122.49233094506933 37.73504482592098)",0,35TH AVE,61.47,21.2,25.45,29.08,33.03
1592000,"LINESTRING (-122.48572724774846 37.748219782795225, -122.4855973197327 37.74635408609424)",0,28TH AVE,69.81,24.61,26.32,29.13,33.04
1471000,"LINESTRING (-122.48608870623241 37.783833480058355, -122.4859453278864 37.781974620430205)",0,26TH AVE,13.09,2.13,17.9,27.86,32.31
1373000,"LINESTRING (-122.48514793840462 37.78574601000698, -122.48501094387625 37.78388223560691)",25,25TH AVE,62.81,16.58,25.89,28.6,33.06
1377000,"LINESTRING (-122.48459523780328 37.77816583491059, -122.48446065163938 37.77630216687372)",25,25TH AVE,87.56,44.78,29.16,30.18,33.22
1203000,"LINESTRING (-122.42996167469457 37.754761230557705, -122.43217749044352 37.754627666277074)",0,22ND ST,42.79,11.24,22.46,28.57,32.99
1204000,"LINESTRING (-122.43217749044352 37.754627666277074, -122.43439413565433 37.754494009586715)",0,22ND ST,42.79,11.24,22.46,28.57,32.99
1121000,"LINESTRING (-122.43011520441655 37.75636008315039, -122.431770265905 37.75626032364432)",0,21ST ST,15.26,2.46,19.1,27.99,33.11
1122000,"LINESTRING (-122.431770265905 37.75626032364432, -122.43233105849524 37.75622651616851)",0,21ST ST,42.42,9.55,22.52,28.58,34
1123000,"LINESTRING (-122.43233105849524 37.75622651616851, -122.43454611115642 37.75609295571331)",0,21ST ST,42.42,9.55,22.52,28.58,34
1062000,"LINESTRING (-122.42805018562083 37.75808875658148, -122.43026851583812 37.75795456154282)",0,20TH ST,31.26,5.97,22.02,28.35,34.09
847000,"LINESTRING (-122.47449422387024 37.74123427237822, -122.47436458538408 37.73937137215725)",0,18TH AVE,59.11,18.02,25.12,28.92,33.3
761000,"LINESTRING (-122.4745937326176 37.75806092843664, -122.47446370579732 37.75620235017821)",0,17TH AVE,69.01,21.51,26.13,28.83,32.87
762000,"LINESTRING (-122.47446370579732 37.75620235017821, -122.47433459583908 37.754334029850675)",0,17TH AVE,69.01,21.51,26.13,28.83,32.87
763000,"LINESTRING (-122.47433459583908 37.754334029850675, -122.47420518324267 37.75247176131868)",0,17TH AVE,69.01,21.51,26.13,28.83,32.87
764000,"LINESTRING (-122.47420518324267 37.75247176131868, -122.47407526678901 37.75060429684745)",0,17TH AVE,69.01,21.51,26.13,28.83,32.87
765000,"LINESTRING (-122.47407526678901 37.75060429684745, -122.47394569121643 37.748739503558085)",0,17TH AVE,69.01,21.51,26.13,28.83,32.87
698000,"LINESTRING (-122.39079716923624 37.76680244183851, -122.392661868543 37.76669146042254)",30,16TH ST,42,15,28.8,34.08,37.83
702000,"LINESTRING (-122.39689710424506 37.76642996856741, -122.39786338582844 37.766369339314025)",0,16TH ST,94,60.5,30.75,31.39,33.82
713000,"LINESTRING (-122.40558529539535 37.765900401052065, -122.40655282560765 37.76584227113329)",0,16TH ST,72,21,26.82,28.77,33.07
663000,"LINESTRING (-122.43082439589438 37.76601373099769, -122.43103777930146 37.76599632954526)",0,15TH ST,66.5,20,26.48,28.95,33.5
471000,"LINESTRING (-122.4673832314509 37.76398988829961, -122.46725314130346 37.76212797885095)",0,10TH AVE,34.36,7.71,22.12,28.44,33.39
484000,"LINESTRING (-122.41590817904061 37.77527206017737, -122.41537160900855 37.7748440850259)",30,10TH ST,44,12,29.1,33.48,37.42
485000,"LINESTRING (-122.41537160900855 37.7748440850259, -122.41490974418319 37.774475690115096)",30,10TH ST,44,12,29.1,33.48,37.42
486000,"LINESTRING (-122.41490974418319 37.774475690115096, -122.41436768994735 37.77404332771947)",30,10TH ST,44,12,29.1,33.48,37.42
490000,"LINESTRING (-122.41127793723784 37.77157867720177, -122.4097358893344 37.770348516981045)",30,10TH ST,24,4,26.35,32.83,37
409000,"LINESTRING (-122.41160611273487 37.77622135626186, -122.41106944267237 37.775793804165126)",30,8TH ST,16,1,26.2,32.31,37
410000,"LINESTRING (-122.41106944267237 37.775793804165126, -122.41061072931767 37.775428351635775)",30,8TH ST,16,1,26.2,32.31,37
411000,"LINESTRING (-122.41061072931767 37.775428351635775, -122.41006277024145 37.77499179202661)",30,8TH ST,16,1,26.2,32.31,37
415000,"LINESTRING (-122.40851633075071 37.77375969975054, -122.40842923152168 37.77369030311381)",30,8TH ST,18,0,25.1,32,0
417000,"LINESTRING (-122.40542473456291 37.77129635368723, -122.40387770062367 37.770062866359126)",30,8TH ST,9.95,0,24.16,32,0
